ID,EN Title,EN Keywords,References
wa03893,The owners of the colt question the disciples.,borrow; Lord; Bethphage; donkey,MAT21; MRK11; LUK19
wa03894,The disciples take the colt for Jesus.,Bethphage; borrowed; triumphal entry; donkey,MAT21; MRK11; LUK19
wa03895,Jesus makes a triumphal entry into Jerusalem.,colt; donkey; coats; palm branches,JHN12
wa03896,Jesus drives the merchants from the temple.,tables; unfair; trade; anger,MAT21; MRK11
wa03897,Vineyard tenants kill the owner's son.,murder; wicked; harvest,MAT21; MRK12; LUK20
wa03898,The owner's servants are driven out by the vineyard tenants.,cast out; murder; kill; harvest,MAT21; MRK12; LUK20
wa03899,The owner sends his son to the vineyard tenants.,wicked; murder; kill,MAT21; MRK12; LUK20
wa03900,parable of the wedding feast: other guests arrive,invitation; crossroads; streets,MAT22
wa03901,parable of the wedding feast: invited guests refuse,invitation; servants,MAT22
wa03902,The host sends his servants to bring the guests to the banquet.,invitation; king; wedding,MAT22
wa03903,The rich man gives a large temple offering and the widow gives a mite.,coins; treasury; denarius,MRK12; LUK21
wa03904,ten bridesmaids,oil; lamps; girls; virgins,MAT25
wa03905,The master gives talents to his servants.,one; five; ten; faithful,MAT25; LUK19
wa03906,A woman anoints Jesus' head with perfume.,spikenard; Bethany; alabaster; flask,MAT26; MRK14
wa03907,Judas with the priests,money; betrayal,MRK14; LUK22
wa03908,The disciples find a house for the last supper.,upper room,LUK22;MRK14
wa03909,Jesus has his last supper with the disciples.,upper room; passover,LUK22; JHN13
wa03910,Jesus has his last supper with the disciples.,upper room; passover,LUK22; JHN13
wa03911,Peter declares he will never deny Jesus.,upper room; passover,LUK22; JHN13
wa03912,Jesus knelt and washed the feet of the disciples.,basin; towel; serve,LUK22; JHN13
wa03913,Jesus prays in Gethsemane.,garden,MAT26; MRK14; LUK22; JHN18
wa03914,The disciples fall asleep in Gethsemane.,Jesus,MAT26; MRK14;LUK22; JHN18
wa03915,Peter cuts a man's ear off.,Gethsemane; sword; arrest,MAT26; MRK14; LUK22; JHN18
wa03916,The disciples desert Jesus.,flee; abandon; arrest,MAT26;MRK14
wa03917,Judas betrays Jesus with a kiss.,Gethsemane; betrayal; arrest,MAT26; MRK14; LUK22; JHN18
wa03918,Jesus' trial before the priests,Caiaphas; scribes; elders,MAT26; MRK14; LUK22; JHN18
wa03919,Judas throws the money at the priests.,treasury; silver; potter's field,MAT27
wa03920,Peter denies knowing Jesus.,courtyard; rooster; thrice,MAT26; MRK14; LUK22; JHN18
wa03921,Jesus' trial before Pilate,Roman; palace; prisoner; Passover,MAT27; MRK15; LUK23; JHN18
wa03922,Pilate before the crowd,crucify,MAT27; MRK15; LUK23; JHN18
wa03923,Jesus is flogged.,whipped,MAT27; MRK15; LUK23; JHN18
wa03924,Simon of Cyrene carries the cross.,crucifixion,MAT27; MRK15; LUK23
wa03925,Jesus is nailed to the cross.,Roman; soldiers; crucifixion,MAT27; MRK15;LUK23; JHN19
wa03926,three crosses,Golgotha,MAT27; MRK15; LUK23; JHN19
wa03927,Jesus' body is wrapped.,dead; cross,MAT27; MRK15; LUK23; JHN19
wa03928,The tomb is closed after Jesus' burial.,stone; women; guards,MAT27; MRK15; LUK23; JHN19
wa03929,The tomb is closed after Jesus' burial.,stone; women,MAT27; MRK15; LUK23; JHN19
wa03930,Women at the open tomb are addressed by an angel.,stone; guards; risen,MAT28; MRK16;LUK24; JHN20
wa03931,Angels greet the women.,risen; tomb,MAT28; MRK16;LUK24; JHN20
wa03932,Jesus shows the disciples the wounds in his hands.,risen,LUK24; JHN20
wa03933,Jesus shows Thomas the wounds in his hands.,doubt,JHN20
wa03934,Jesus with seven of the disciples before ascension,heaven; leave; wounds in hands,MRK16; JHN20; JHN21; ACT01
wa03935,ascension into heaven,rising; clouds,MRK16; LUK24; ACT01
wa03936,Jesus enters the cloud.,heaven; returning; ascension,MRK16; LUK24; ACT01
wa03937,Angels speak to the disciples.,cloud; ascension; heaven,MRK16; LUK24; ACT01
wa03938,Angels speak to the disciples.,return; heaven; ascension,MRK16; LUK24; ACT01
wa03939,The believers have tongues of fire over their heads.,Holy Spirit; flames; Pentecost,ACT02
wa03940,Peter addresses the crowd.,Pentecost; preach,ACT02
wa03941,A lame man begs money from Peter and John.,silver; gold; temple; miracle; Beautiful gate,ACT03
wa03942,Peter takes the hand of the lame man.,miracle; walk; John; temple; Beautiful gate,ACT03
wa03943,"a lame man leaping, praising God",walks; rejoice; dances; Peter; John,ACT03
wa03944,Ananias gives money to Peter.,cheat; property; Sapphira,ACT05
wa03945,Ananias dies and is carried out.,cheat; property; death; Peter; Sapphira,ACT05
wa03946,Sapphira lies about the amount of money.,cheat; property; death; Peter; Ananias,ACT05
wa03947,Sapphira dies.,cheat; property; death; Peter; Ananias,ACT05
wa03948,Sapphira's body is carried out.,property; death; Peter,ACT05
wa03949,The apostles are flogged and whipped before the Sanhedrin.,Peter; Gamaliel; arrest; suffer,ACT05
wa03950,Peter replies to accusations before the Sanhedrin.,teaching; defense,ACT05
wa03951,Stephen is brought before the Sanhedrin.,arrest; Spirit; wisdom; blasphemy,ACT06
wa03952,Stephen sees Jesus in a vision.,arrested; Sanhedrin,ACT07
wa03953,Stephen is stoned to death.,glory; Son of Man; Saul,ACT07
wa03954,Samaritans receive Holy Spirit.,Peter; John; Philip,ACT08
wa03955,Simon the sorcerer tries to buy God's gift.,Peter; John; silver,ACT08
wa03956,The Ethiopian Eunuch is found by Philip.,chariot; Isaiah,ACT08
wa03957,Philip explains the scriptures to the Ethiopian Eunuch.,chariot; Isaiah; prophet,ACT08
wa03958,The Ethiopian Eunuch is baptized by Philip.,believed,ACT08
wa03959,Paul receives letters of introduction.,priest; synagogue; murder,ACT09
wa03960,Paul's conversion,light; heaven; voice; blind,ACT09
wa03961,Ananias lays hands on Paul.,chosen; Damascus; Holy Spirit; scales; sight; baptized,ACT09
wa03962,Peter prays on the roof.,centurion; devout; angel; God-fearing; generous; Gentile; Cornelius,ACT10
wa03963,In Peter's vision are unclean animals.,trance; impure; reptiles; birds; Cornelius,ACT10
wa03964,Cornelius kneels to Peter.,Gentile; devote; teaching; Caesarea,ACT10
wa03965,Peter is in prison between guards.,Herod; sentries; chains; angels,ACT12
wa03966,An angel frees Peter and he escapes prison.,Herod; sentries; chains; angels,ACT12
wa03967,Peter escapes prison and knocks on Mary's door.,John Mark; Rhoda; praying,ACT12
wa03968,Barnabas and Paul are prayed over for service.,Antioch; apostles,ACT11; ACT13
wa03969,the sorcerer Elymas and Paul,proconsul; Cyprus; trickery; magician; deceit; Barnabas,ACT13
wa03970,The sorcerer Elymas is led away blind.,trickery; deceit; magician,ACT13
wa03971,Paul heals a lame man.,crippled; stand; walk; Lystra; Derbe,ACT14
wa03972,Paul heals the lame man. He jumps up healed.,crippled; stand; walk; Lystra; Derbe,ACT14
wa03973,Paul is stoned.,Lystra; Derbe,ACT14
wa03974,Paul is stoned and dragged out of the city.,Lystra; Derbe; disciples,ACT14
wa03975,Paul rebukes a slave girl.,divination; fortune-telling,ACT16
wa03976,Paul and Silas are in stocks.,jail; prison; guard; beaten; chains,ACT16
wa03977,Paul and Silas are freed from stocks by the earthquake.,singing; praises; hymns; chains; shaken; prison,ACT16
wa03978,Paul and Silas are in the home of the Philippian jailer.,baptized; conversion; household,ACT16
wa03979,Paul preaches in Athens.,idols; Jews; Greeks; Athenians; marketplace; synagogue,ACT17
wa03980,Paul preaches in Athens.,idols; Jews; Greeks; Athenians; synagogue,ACT17
wa03981,Paul preaches in Athens at the Areopagus.,idols; Athenians; unknown god; altar,ACT17
wa03982,Paul preaches in Corinth.,Aquila; Priscilla; tent maker; Crispus; Gallio; Ephesus,ACT18
wa03983,Paul arrives by ship in Caesarea.,Aquila; Priscilla,ACT18
wa03984,The sons of Sceva flee from a demon possessed man.,exorcists; attacked; Jewish,ACT19
wa03985,The sorcerers burn scrolls in Ephesus.,exorcists; magic; drachmas,ACT19
wa03986,Demetrius talks to craftsmen who riot in Ephesus.,silversmith; shrines; Artemis; goddess; Gaius; Aristarchus; commotion,ACT19
wa03987,Paul prays with Ephesian elders.,Asia; Jews; Greeks; ministry; grieved,ACT20
wa03988,Paul is beaten by the crowd.,Greeks; soldiers; centurions; chains; regiment,ACT21
wa03989,Paul defends himself before the crowd.,Jew; Tarsus; Cilicia; Gamaliel; Damascus; blinded; Ananias; Gentiles; citizenship; citizen,ACT22
wa03990,Paul is warned by his nephew about an ambush plot.,conspiracy; Sanhedrin; oath,ACT23
wa03991,Paul has a Roman escort by horsemen to Felix.,soldiers; Herod; Praetorium,ACT23
wa03992,Agrippa and Festus question Paul.,Bernice; king; judgement; accusers; petitioned,ACT25
wa03993,Festus questions Paul.,innocent; accused; king; judgement; tribunal,ACT25
wa03994,a ship in a storm,cyclone; northeaster,ACT27
wa03995,Paul and other shipwreck passengers reach the shore.,Cauda; island; lifeboat; anchor; sandbars,ACT27
wa03996,A snake bites Paul.,viper; poisonous; fire; murderer; justice,ACT28
wa03997,Paul heals the father of Publius.,fever; dysentery; healed; miracle,ACT28
wa03998,Paul meets with Roman Christians.,brothers; prisoner; guard; customs,ACT28
wa03999,Paul is lowered in a basket to escape.,night; window,ACT09; 2CO11
wa04000,Agrippa and Bernice join Festus to question Paul.,king; judgement; accusers; petitioned,ACT25
wa04001,male and female idols,moral compromise; false teaching,1JN05
wa04002,lamps on seven stands,golden,REV01
wa04003,temple,heaven; sanctuary,REV11; REV21; REV15
wa04004,pots and the hands of the potter,clay; pottery; jars; vessel,ROM09
wa04005,People kneel before God.,worship; bow; confess,ROM14
wa04006,A man flees from idolatry.,false gods; escape; idol,1CO10
wa04007,Oxen are used to plow the field.,yoke; farmer,LUK14
wa04008,the city of Damascus,Paul,GAL01
wa04009,a Roman soldier in armor,helmet; breastplate; sword; shield; belt,EPH06
wa04010,stars in the night sky,lights; world; shine,PHP02
wa04011,an empty cross on the hill,crucifixion,COL01
wa04012,praying hands,prayer,1TH05
wa04013,a team of oxen thresh the grain,harvest; fields,1CO09;LUK14
wa04014,"pots, brass jugs, bowls",dishes; vessel; cups; plates,2TI02
wa04015,furnishings for the tabernacle,holy; consecrated; candlestick; sanctuary,HEB09; exo37
wa04016,a horse in a bridle,tongue; obey,JAS03
wa04017,musical instruments,harp; horn; lyre; flute; cornet; pipe; trumpet,REV18
mh00001,"creation: birds, fish, whale",nature; animals,GEN01
mh00002,Eve and the snake,Eden; tree; fruit; deceive,GEN03
mh00003,gleaning,harvest; grain; field,RUT02
mh00004,Zacharias is mute,John; temple; vision,LUK01
mh00005,Lydia and others with Paul,teach; worshippers; dealer; purple,ACT16
mh00006,Paul's vision of a Macedonian man,call; invitation,ACT16
mh00007,Paul rebukes a slave girl.,divination; fortune-teller; evil; spirit,ACT16
mh00008,The Philippian jailer washes Paul's wounds.,conversion; household; earthquake; Silas,ACT16
mh00009,Abraham travels to Canaan.,camels and sheep,GEN12
mh00010,Abraham and Sarah sit outside their tent,,GEN18
mh00011,Abraham offers a sacrifice on an altar,,GEN12
mh00012,Sarah was unable to become pregnant.,,GEN11
mh00013,Abraham bows down to welcome angels,,GEN18
mh00014,Sarah makes bread,Abraham,GEN18
mh00015,Abraham feeds the angels,,GEN18
mh00016,"Abraham and Sarah have a baby, Isaac.",,GEN21
mh00017,The animals come to Noah's ark,,GEN06
mh00018,Noah takes food onto the ark.,,GEN06
mh00019,Noah and his wife take things to the ark.,,GEN06
mh00020,Noah's ark,,GEN07
mh00021,The rain fell on Noah's ark.,,GEN07
mh00022,Noah fed the animals on the ark,,GEN07
mh00023,Noah's ark rested on dry ground,,GEN08
mh00024,Noah released a raven,,GEN08
mh00025,Noah and the animals left the ark.,,GEN08
mh00026,Noah offered a sacrifice on an altar.,,GEN08
mh00027,David was a shepherd boy.,Sheep,1SA17
mh00028,A man bows down,,
mh00029,The priests carry the ark of the covenant,,1CH15
mh00030,Philistine soldiers,"army, battle",1CH14
mh00031,King Saul,,
mh00032,Abraham and Melchizedek,,GEN14
mh00033,An old man with chidren,,
mh00034,Jonah waits outside Ninevah.,,JON04
mh00035,Jairus asks Jesus to come.,,MRK05 LUK08
mh00036,Ruth harvests left over grain,,RUT02
mh00037,A man who has been forgiven does not forgive another man.,,MAT18
mh00038,Priests blow trumpets and play cymbals.,Jericho,JOS01
mh00039,Priests blow trumpets and play cymbals.,Jericho,JOS01
mh00040,The rich man and Lazarus,,LUK16
mh00041,A man bows down,,
mh00042,Jesus heals a paralyzed man,paralytic,MAT09; MRK02; LUK95; JHN05
mh00043,Jesus and his disciples went in a boat.,,MAT08; MRK04; LUK08; JHN06
mh00044,Jesus and his disciples went in a boat.,,MAT08; MRK04; LUK08; JHN06
mh00045,Jesus and his disciples went in a boat.,,MAT08; MRK04; LUK08; JHN06
mh00046,Jesus and his disciples went in a boat.,,MAT08; MRK04; LUK08; JHN06
mh00047,Outside the city gate,,
mh00048,A blind beggar,Bartimaeus,MRK08; JHN09
mh00049,The blind beggar calls out to Jesus.,,MRK08; JHN09
mh00050,Jesus appears to his disciples.,,MAT28; LUK24; JHN20
mh00051,Mary and Joseph travel with a donkey.,,MAT02; LUK02
mh00052,Mary and Joseph place the baby Jesus in the manger.,,LUK02
mh00053,The shepherds watch their sheep at night.,stars,LUK02
mh00054,An angel appeared in the night sky.,,LUK02
mh00055,Baby Jesus in the manger,,LUK02
mh00056,The shepherds travel to Bethlehem.,,LUK02
mh00057,The shepherds find baby Jesus.,,LUK02
mh00058a,Wisemen followed a star,Magi,MAT02
mh00058b,Wisemen followed a star,Magi,MAT02
mh00059,Wisemen followed a star,Magi,MAT02
mh00060,Wisemen offered gifts to baby Jesus.,Magi,MAT02
mh00061,The Ethipoian official invites Phillip to explain the writings of Isaiah.,,ACT08
mh00062,An angel sounds a trumpet.,,REV08; REV11
GRLLL100,Adam in the Garden of Eden,creation; Adam; deer; lion,
GRLLL101,Adam with the animals,Garden of Eden; creation; giraffe; lion; deer; monkey; sheep; chicken; birds; lizard,GEN01; GEN02
GRLLL102,Adam and Eve in the Garden of Eden,creation; woman; man;,
GRLLL103,The devil in the Garden of Eden,the Fall; snake; tree; fruit; Satan;,GEN03
GRLLL104,Adam and Eve cast out of the Garden of Eden,the Fall; pain; struggle; hard work; hunger; barren land,GEN03
GRLLL105,Noah builds the ship,Noah's ark; animals; rescue; the Flood,GEN06
GRLLL106,The flood destroys the world,Noah's ark; heavy rain; scared people; thunder; storm; the Flood,GEN07
GRLLL107,The rainbow shows God's promise,protection; rainbow; sacrifice to God; the Flood,GEN08
GRLLL108,The Tower of Babel,building; bricks; confusion; misunderstanding,GEN11
GRLLL109,Job the righteous man,obedience; prayer; love for God,JOB01
GRLLL110,Job enters a time of great trouble,despair; loss of possessions; tested by God; affliction,JOB01
GRLLL111,Job suffers,disease; sin; rejection;,JOB02
GRLLL112,Job is restored,trust; perseverance; faith; blessed by God,JOB42
GRLLL113,Abraham obeys God,follow God's commands; God's promise; obedience; journey to Canaan,GEN12
GRLLL114,Lot's choice,Abraham divides the land of Canaan with his nephew,GEN13
GRLLL115,Abraham rescues Lot,Sodom defeated; Lot's family captured; the blessing of Melchizedek,GEN14
GRLLL116,God promises Abraham a son,descendants like the stars in the sky,GEN15
GRLLL117,Ishmael is born,impatience with God; child of servant Hagar; father of Arab nation,GEN16
GRLLL118,God's promise to Abraham renewed,God speaks to Abraham; Sarah overhears and laughs; son Isaac will be born next year,GEN18
GRLLL119,Abraham pleads for the people of Sodom,God's mercy; Lot's family saved,GEN18; GEN19
GRLLL120,God tests Abraham,sacrifice of Isaac averted; only son; altar; trust in God,GEN21; GEN22
GRLLL121,A wife for Isaac,Abraham sends a servant to his distant relatives; marriage,GEN24; GEN25
GRLLL122,Birth of Jesus,baby Jesus with Mary and Joseph; stable; three wise men; kings; nativity; Christmas,MAT01; GAL04
GRLLL123,Jesus is crucified,Calvary; Crucifixion; Roman soldier; Jesus on the cross,GAL03; GEN03; GEN22; JHN01; 1PE01
GRLLL124,Jesus shows Thomas the holes in His hands,faith; salvation; grace; believe,JOB19; ISA53; JHN20; 1CO15; HEB11
GRLLL200,Moses and the Ten Commandments,God's laws; obedience; the Exodus,
GRLLL201,Jacob the deceiver,Esau sells his birthright; cheating; trickery; cooked meal; stew,GEN25; GEN27
GRLLL202,Jacob's dream,vision; stairway up to heaven; angels;,GEN27; GEN28
GRLLL203,Jacob and Laban,sheep flocks; Jacob serves Laban for Leah and Rachel; cheating; trickery,GEN29; GEN31
GRLLL204,Jacob wrestles with God,Jacob's name is changed to Israel; Jacob's hip is injured,GEN32
GRLLL205,Joseph's dream,brothers are angry; bundles of wheat,GEN35; GEN37
GRLLL206,Joseph is sold into slavery,Ishmaelite traders; betrayal; taken to Egypt,
GRLLL207,Joseph is a slave in Egypt,Potiphar's wife tries to seduce Joseph,GEN39
GRLLL208,Joseph in prison,bound; chains; Pharaoh's officials; servants; Joseph interprets dreams,GEN39; GEN40
GRLLL209,Pharaoh's dreams,seven years of plenty and of famine; fat cows and thin cows,GEN41
GRLLL210,Joseph rules in Egypt,famine; brothers buy food; bow down to Joseph,GEN41; GEN42
GRLLL211,Joseph reveals himself to his brothers,reunion; reconciliation,GEN43; GEN44
GRLLL212,Jacob and Joseph meet again,sons of Israel and whole family settle in Egypt,GEN45; GEN50
GRLLL213,Baby Moses,sister Miriam; Egyptian princess; infant; basket; reeds; river,EXO01; EXO02
GRLLL214,Moses and the burning bush,desert of Midian; sheep; fire; the leaves are not consumed; sent back to Egypt; the Exodus,EXO02; EXO03; EXO04
GRLLL215,Moses and the Plagues of Egypt,Pharaoh; miracles; Aaron's rod becomes a snake; the Exodus,EXO03; EXO04; EXO05; EXO06; EXO07; EXO08; EXO09; EXO10
GRLLL216,The passover,blood on the doorposts; house was passed over; a lamb was sacrificed; the Exodus,EXO12
GRLLL217,The Israelites pass through the Red Sea,the sea is divided; walls of water; pillar of fire; the Exodus,EXO14
GRLLL218,Manna and water in the desert,Moses strikes the rock to bring water; people are hungry and thirsty; food from heaven; Exodus,EXO16; EXO17
GRLLL219,The Ten Commandments,Moses writes the ten laws of God on pieces of stone; fire; mountainside,EXO19; EXO20
GRLLL220,The snake on the pole,poisonous snakes; God's punishment for complaining; sickness; healing; the Exodus,NUM21
GRLLL221,The prophet like Moses,Jesus fulfills Moses' prophecy; the feeding of the five thousand,JHN06
GRLLL222,Jesus speaks with Moses,the Transfiguration; bright light; vision; Moses; Elijah,LUK09
GRLLL223,Jesus is crucified,Calvary; Crucifixion; Roman soldier; Jesus and two thieves on crosses,JHN03
GRLLL224,Jesus is alive today,Resurrection; Ascension; crowd of disciples; the risen Christ in the sky,ACT01
GRLLL300,Roman soldier,sword; shield; helmet; breastplate,
GRLLL301,Joshua fights the Amalekites,battleground; Moses holds up his rod; Aaron supports Moses's arm; conquest of Canaan,EXO17
GRLLL302,Spies return with the fruit of Canaan,Moses; Joshua; Caleb; fruit; conquest of Canaan,NUM13
GRLLL303,The people of Israel enter Canaan,the river Jordan dries up; the ark of God; priests; conquest of Canaan,JOS03
GRLLL304,The walls of Jericho fall,Joshua; ark of God; soldiers; trumpets; marching round the city; conquest of Canaan,JOS05; JOS07
GRLLL305,The Israelites flee from Ai,the army is defeated; soldiers run away from the city; disobedience leads to failure; conquest of Canaan,JOS07
GRLLL306,The judgement of Achan,Achan confesses his disobedience and his theft; conquest of Canaan,JOS07
GRLLL307,The Sun and the Moon stand still,defeat of the Amorites; hail storm; God lengthens the day; Joshua's army destroys all enemies; conquest of Canaan,JOS10
GRLLL308,Joshua instructs the people,Israelites gather around Joshua; choose to serve God of Israel not false gods of the Canaanites; conquest of Canaan,JOS23; JOS24
GRLLL309,Deborah summons Barak,Judges; Deborah commands Barak to defeat Canaanite general Sisera,JDG04
GRLLL310,God helps Barak defeat Sisera,Judges; battle; rainstorm; chariots swept away,JDG04
GRLLL311,Jael kills Sisera,Judges; Sisera sleeping in the tent; Jael drives a tent peg through the man's head,JDG04
GRLLL312,"Israel celebrates Deborah, Barak and Jael",Judges; rejoicing; dancing and singing after defeating the Canaanites,JDG05
GRLLL313,Gideon and the Angel,Judges; an Angel of God tells Gideon he will defeat the Midianites; meat and bread is miraculously burnt,JDG06
GRLLL314,Gideon destroys the idols,Judges; Gideon and his servants break the altar of Baal and cut down the Asherah idol,JDG06
GRLLL315,Gideon's army drinks water,Judges; army reduced to 300 men; Gideon chooses soldiers by the way they drink water,JDG07
GRLLL316,Gideon's men surround the camp of Midian,Judges; Midianites are scared; the enemy are ambushed; surprise attack at night with lights and trumpets,JDG07
GRLLL317,Samson kills a Lion,Judges; God's Spirit enables Samson to kill a lion with his hands,JDG13; JDG14
GRLLL318,Samson and the burning foxes,Judges; Philistines' wheat crop is destroyed; Samson ties the tails of foxes together and sets fire to the tails,JDG15
GRLLL319,The Philistines cut Samson's hair,Judges; Delilah and others cut Samson's hair while he is sleeping; Samson weakened,JDG16
GRLLL320,Samson destroys the Philistines,Judges; Samson causes the temple of Dagon to collapse; all Philistines in the temple are killed,JDG16
GRLLL321,Jesus drives out evil spirits,Legion; man possessed by demons; pigs; healing; miracles,LUK08
GRLLL322,Jesus drives out evil men,traders in the temple; Jesus is angry; whip; animals for sacrifice; cleansing of the temple,LUK19
GRLLL323,Jesus rises from the dead,Jesus appears to his disciples after he died and rose again; resurrection,MAT28
GRLLL324,The soldier of God,the armor of God; Roman soldier; breastplate; shoes; shield; helmet; sword; defeat the fiery arrows of the devil; God's protection,EPH06
GRLLL400,David with his sling,boy; rod; sling;,
GRLLL401,Elimelech and his family flee from famine,wife Naomi and two sons; journey to Moab,RUT01
GRLLL402,Naomi and Ruth return to Israel,two daughters-in-law; Orpah stays in Moab; Ruth goes with Naomi,RUT01
GRLLL403,Ruth in the harvest field,people harvesting wheat; Ruth collecting grain left behind; gleaning,RUT02
GRLLL404,Ruth and Boaz at the threshing floor,Ruth approaches Boaz while he is sleeping; marriage request,RUT03
GRLLL405,Boaz meets the elders at the town gate,he discusses marrying Ruth,RUT04
GRLLL406,Mary and the Angel of God,an angel tells Mary she will become pregnant with God's Son; Annunciation; virgin birth,LUK01
GRLLL407,Hannah prays for a son,priest; temple; childless,1SA01
GRLLL408,The child Samuel in the temple,Samuel hears God's voice and wakes Eli,1SA01; 1SA02; 1SA03
GRLLL409,Samuel prays for Israel,sacrifice; offering; altar; man praying to God; thunderstorm,1SA07
GRLLL410,Samuel anoints Saul with oil,the high priest pours oil on the man's head,1SA08
GRLLL411,Saul tears Samuel's robe,the priest walks away; the man tears his clothes,1SA15
GRLLL412,Jesus in the house of God,church; people listen to the God child,LUK02
GRLLL413,David the brave shepard,sheep; dead lion; the shepard kills the lion; David and Goliath,1SA16; 1SA17
GRLLL414,David and the Giant,a small boy fights a big man; David and Goliath,1SA17
GRLLL415,Saul tries to kill David,The king throws a spear at the boy,1SA18; 1SA23
GRLLL416,David spares Saul's life,man sleeping unaware; soldier is resting;,1SA26
GRLLL417,David is made King,people rejoicing; cheerful people,1SA31; 2SA05
GRLLL418,David and Bathsheba,woman pouring water; beautiful woman,2SA11; 2SA12
GRLLL419,A house for God,Solomon builds the temple,1CH22
GRLLL420,Jesus comes into Jerusalem,donkey; people looking at the man riding the donkey; palm leaves; Triumphal entry,MAT21
GRLLL421,The birds feed Elijah,hungry man; in the desert; food from the birds,1KI17
GRLLL422,Elijah and the fire of God,people worship God; a great fire; praise God,1KI18
GRLLL423,Elijah goes to heaven,a flying chariot; majestic horses; Elijah is taken into the chariot,1KI19; 2KI02
GRLLL424,Elijah with Jesus and Moses,God and his great servants;,LUK09
GRLLL500,Two men and a lion,,
GRLLL501,Naaman visits Elisha's house,soldiers; a scared man; house,2KI05
GRLLL502,Naaman in the river,soldiers shouting at the man; a naked man in the river,2KI05
GRLLL503,Elisha and the army of God,man on a rooftop; flying horses; a great fire; soldiers in the valley,2KI06
GRLLL504,Elisha and the blind army,castle walls; soldiers looking for their enemy; two men hiding away,2KI06
GRLLL505,The siege of Samaria,ruthless boss; people begging for their lives,2KI06; 2KI07
GRLLL506,The four lepers,tents; men with diseases,2KI07
GRLLL507,Jonah flees from God,a man running away; at the docks; a boat; the sea,JON01; JON02
GRLLL508,Jonah and the great fish,a ship in the stormy seas; a man in the sea; a great fish eating the man,JON01; JON02
GRLLL509,Jonah at Nineveh,people begging for their lives; a man shouting at the people,JON03
GRLLL510,Esther and the King,a bride; a king; in the temple,EST01; EST02
GRLLL511,Mordecai refuses to bow down,some people bow down in fear; one man refuses to bow down;,EST03; EST04
GRLLL512,Esther's feast,the king and the queen at a banquet;,EST05; EST07
GRLLL513,Daniel and his friends,people decline to eat the food,DAN01
GRLLL514,Daniel and the king of Babylon,a king sits on his throne; people come to him,DAN02
GRLLL515,The image of gold,false god; statue of gold; people worship the statue,DAN03
GRLLL516,The furnace of fire,three friends are thrown into the fire; God is with the three friends; a great fire; Daniel in the Lions' den,DAN03
GRLLL517,Daniel prays to God,a man praying to God; people looking at the man,DAN06
GRLLL518,Daniel in the lions' den,many lions' in a cage; a man in the cage with God; Daniel in the Lions' den,DAN06
GRLLL519,Nehemiah before the great King,a King on his throne; a man comes to the King,NEH01
GRLLL520,Nehemiah inspects the ruined city,a broken city; a man looks at the ruins; in the evening;,NEH02
GRLLL521,building the walls,people are working; building the city walls,NEH03; NEH06
GRLLL522,Ezra reads the law,people gather in the city center; a man reads a scroll;,NEH08; NEH13
GRLLL523,Jesus on the cross,a man hangs on the tree; a soldier guards the man; Crucifixion,JHN19; ROM05
GRLLL524,Jesus shows the way to everlasting life,a great fire; people in the fire; Jesus shows another way; people are saved,MAT07; JHN14
GRLLL600,Jesus is the Son of God,The Son of God; Ascension,
GRLLL601,Jesus our teacher,God sent his Son to teach us the way; people listen to the teacher,MAT05
GRLLL602,The two houses,house built on sand; weak foundation; house built on solid ground; strong foundation,MAT07
GRLLL603,A light should be seen; The light of the world,bright light in the dark; people making a fire to light the way,MAT05
GRLLL604,Revenge,soldier and slave; punishment;,MAT05
GRLLL605,Praying to God,a man kneels down to pray to God; people outside pray to God,MAT06
GRLLL606,Evil in God's world,sowing seeds on arid land; parable of the farmer;,MAT13
GRLLL607,Children of God,Jesus invites the children to sit with him;,MAT18; MAT19
GRLLL608,The lost sheep,A shepard tries to resque the sheep who got lost; lost sheep,MAT18
GRLLL609,Forgiving others,two men make amends after fighting; kindness; love; compassion,MAT18
GRLLL610,God's reward,the landlord rewards his workers for their effort,MAT20
GRLLL611,Be prepared,people are locked out; the door is locked,MAT25
GRLLL612,Waiting for Jesus,a parable; a wealthy man and his workers,MAT25
GRLLL613,Jesus is baptized,a symbol of death and rebirth; Jesus and John in the river of Jordan; Pentecost,MRK01
GRLLL614,Jesus calls helpers; Disciples,Two brothers fishing; Jesus calls them to follow him,MRK01
GRLLL615,A man is made clean,God heals a sick man; leprosy; miracles,MRK01
GRLLL616,A paralysed man walks,people drop the man through the roof to be healed by Jesus; miracles,MRK02
GRLLL617,A withered hand and hard hearts,Jesus heals a man on the Sabbath day; the priests are angry with Jesus; miracles,MRK03
GRLLL618,Jesus calms the storm,rough seas; scared sailors; Jesus tells the wind to be still; miracles,MRK04
GRLLL619,A woman is healed,a crowd of men walking with Jesus; a woman grabs his clothes; courage to believe; miracles,MRK05
GRLLL620,A dead child lives,Jesus raises the dead child back to life; miracles,MRK05
GRLLL621,The faith of a foreigner,Gods love is for everybody; God does not judge us by our ethnicity; miracles,MRK07
GRLLL622,A deaf and dumb man hears and speaks,A miracle; God is great; A man is healed,MRK07
GRLLL623,Jesus makes the blind to see,God is everywhere; a man is healed on the road; miracles,MRK08
GRLLL624,Jesus' power over Satan,Evil will be destroyed by Good; miracles,MRK09
GRLLL700,Lazarus and the tomb,From death to life; Jesus calls Lazarus out of the tomb; resurrection,
